"","Anio","Mes","Anom_Mensual","Anom_Anual","Fecha"
"558",1896,6,-0.141,-0.213,1896-06-01
"559",1896,7,-0.105,-0.209,1896-07-01
"560",1896,8,-0.102,-0.21,1896-08-01
"561",1896,9,-0.18,-0.196,1896-09-01
"562",1896,10,-0.033,-0.164,1896-10-01
"563",1896,11,-0.268,-0.142,1896-11-01
"564",1896,12,-0.089,-0.145,1896-12-01
"565",1897,1,-0.161,-0.152,1897-01-01
"566",1897,2,-0.271,-0.161,1897-02-01
"567",1897,3,-0.288,-0.166,1897-03-01
"568",1897,4,-0.058,-0.18,1897-04-01
"569",1897,5,-0.013,-0.184,1897-05-01
"570",1897,6,-0.171,-0.197,1897-06-01
"571",1897,7,-0.189,-0.197,1897-07-01
"572",1897,8,-0.207,-0.215,1897-08-01
"573",1897,9,-0.246,-0.243,1897-09-01
"574",1897,10,-0.2,-0.272,1897-10-01
"575",1897,11,-0.316,-0.304,1897-11-01
"576",1897,12,-0.243,-0.309,1897-12-01
"577",1898,1,-0.158,-0.322,1898-01-01
"578",1898,2,-0.489,-0.335,1898-02-01
"579",1898,3,-0.629,-0.348,1898-03-01
"580",1898,4,-0.396,-0.371,1898-04-01
"581",1898,5,-0.402,-0.391,1898-05-01
"582",1898,6,-0.234,-0.404,1898-06-01
"583",1898,7,-0.346,-0.407,1898-07-01
"584",1898,8,-0.366,-0.406,1898-08-01
"585",1898,9,-0.399,-0.39,1898-09-01
"586",1898,10,-0.476,-0.375,1898-10-01
"587",1898,11,-0.551,-0.36,1898-11-01
"588",1898,12,-0.395,-0.371,1898-12-01
"589",1899,1,-0.206,-0.365,1899-01-01
"590",1899,2,-0.476,-0.349,1899-02-01
"591",1899,3,-0.434,-0.325,1899-03-01
"592",1899,4,-0.217,-0.292,1899-04-01
"593",1899,5,-0.216,-0.245,1899-05-01
"594",1899,6,-0.374,-0.235,1899-06-01
"595",1899,7,-0.274,-0.252,1899-07-01
"596",1899,8,-0.166,-0.213,1899-08-01
"597",1899,9,-0.114,-0.175,1899-09-01
"598",1899,10,-0.078,-0.167,1899-10-01
"599",1899,11,0.01,-0.155,1899-11-01
"600",1899,12,-0.272,-0.137,1899-12-01
"601",1900,1,-0.412,-0.13,1900-01-01
"602",1900,2,-0.012,-0.131,1900-02-01
"603",1900,3,0.025,-0.132,1900-03-01
"604",1900,4,-0.122,-0.122,1900-04-01
"605",1900,5,-0.074,-0.141,1900-05-01
"606",1900,6,-0.157,-0.129,1900-06-01
"607",1900,7,-0.184,-0.118,1900-07-01
"608",1900,8,-0.178,-0.125,1900-08-01
"609",1900,9,-0.134,-0.129,1900-09-01
"610",1900,10,0.041,-0.123,1900-10-01
"611",1900,11,-0.217,-0.131,1900-11-01
"612",1900,12,-0.125,-0.138,1900-12-01
"613",1901,1,-0.28,-0.144,1901-01-01
"614",1901,2,-0.1,-0.146,1901-02-01
"615",1901,3,-0.023,-0.158,1901-03-01
"616",1901,4,-0.044,-0.186,1901-04-01
"617",1901,5,-0.171,-0.194,1901-05-01
"618",1901,6,-0.236,-0.205,1901-06-01
"619",1901,7,-0.267,-0.206,1901-07-01
"620",1901,8,-0.194,-0.204,1901-08-01
"621",1901,9,-0.287,-0.236,1901-09-01
"622",1901,10,-0.291,-0.259,1901-10-01
"623",1901,11,-0.313,-0.278,1901-11-01
"624",1901,12,-0.261,-0.289,1901-12-01
"625",1902,1,-0.287,-0.293,1902-01-01
"626",1902,2,-0.08,-0.306,1902-02-01
"627",1902,3,-0.396,-0.313,1902-03-01
"628",1902,4,-0.331,-0.324,1902-04-01
"629",1902,5,-0.395,-0.345,1902-05-01
"630",1902,6,-0.363,-0.365,1902-06-01
"631",1902,7,-0.316,-0.363,1902-07-01
"632",1902,8,-0.35,-0.369,1902-08-01
"633",1902,9,-0.374,-0.362,1902-09-01
"634",1902,10,-0.422,-0.376,1902-10-01
"635",1902,11,-0.561,-0.383,1902-11-01
"636",1902,12,-0.506,-0.399,1902-12-01
"637",1903,1,-0.257,-0.412,1903-01-01
"638",1903,2,-0.16,-0.43,1903-02-01
"639",1903,3,-0.305,-0.451,1903-03-01
"640",1903,4,-0.505,-0.462,1903-04-01
"641",1903,5,-0.472,-0.463,1903-05-01
"642",1903,6,-0.56,-0.464,1903-06-01
"643",1903,7,-0.474,-0.498,1903-07-01
"644",1903,8,-0.567,-0.541,1903-08-01
"645",1903,9,-0.622,-0.557,1903-09-01
"646",1903,10,-0.56,-0.561,1903-10-01
"647",1903,11,-0.563,-0.568,1903-11-01
"648",1903,12,-0.527,-0.565,1903-12-01
"649",1904,1,-0.664,-0.571,1904-01-01
"650",1904,2,-0.67,-0.567,1904-02-01
"651",1904,3,-0.505,-0.566,1904-03-01
"652",1904,4,-0.551,-0.56,1904-04-01
"653",1904,5,-0.555,-0.537,1904-05-01
"654",1904,6,-0.526,-0.521,1904-06-01
"655",1904,7,-0.546,-0.495,1904-07-01
"656",1904,8,-0.512,-0.49,1904-08-01
"657",1904,9,-0.613,-0.475,1904-09-01
"658",1904,10,-0.491,-0.461,1904-10-01
"659",1904,11,-0.283,-0.44,1904-11-01
"660",1904,12,-0.338,-0.425,1904-12-01
"661",1905,1,-0.344,-0.41,1905-01-01
"662",1905,2,-0.621,-0.391,1905-02-01
"663",1905,3,-0.319,-0.369,1905-03-01
"664",1905,4,-0.384,-0.354,1905-04-01
"665",1905,5,-0.305,-0.347,1905-05-01
"666",1905,6,-0.343,-0.341,1905-06-01
"667",1905,7,-0.368,-0.341,1905-07-01
"668",1905,8,-0.284,-0.316,1905-08-01
"669",1905,9,-0.348,-0.299,1905-09-01
"670",1905,10,-0.314,-0.271,1905-10-01
"671",1905,11,-0.193,-0.27,1905-11-01
"672",1905,12,-0.273,-0.263,1905-12-01
"673",1906,1,-0.336,-0.26,1906-01-01
"674",1906,2,-0.323,-0.26,1906-02-01
"675",1906,3,-0.121,-0.259,1906-03-01
"676",1906,4,-0.038,-0.248,1906-04-01
"677",1906,5,-0.295,-0.265,1906-05-01
"678",1906,6,-0.259,-0.255,1906-06-01
"679",1906,7,-0.339,-0.261,1906-07-01
"680",1906,8,-0.284,-0.28,1906-08-01
"681",1906,9,-0.336,-0.294,1906-09-01
"682",1906,10,-0.176,-0.32,1906-10-01
"683",1906,11,-0.395,-0.339,1906-11-01
"684",1906,12,-0.155,-0.357,1906-12-01
"685",1907,1,-0.409,-0.365,1907-01-01
"686",1907,2,-0.557,-0.377,1907-02-01
"687",1907,3,-0.282,-0.383,1907-03-01
"688",1907,4,-0.349,-0.387,1907-04-01
"689",1907,5,-0.523,-0.4,1907-05-01
"690",1907,6,-0.485,-0.425,1907-06-01
"691",1907,7,-0.424,-0.426,1907-07-01
"692",1907,8,-0.432,-0.403,1907-08-01
"693",1907,9,-0.406,-0.429,1907-09-01
"694",1907,10,-0.233,-0.441,1907-10-01
"695",1907,11,-0.543,-0.423,1907-11-01
"696",1907,12,-0.46,-0.41,1907-12-01
"697",1908,1,-0.417,-0.405,1908-01-01
"698",1908,2,-0.277,-0.409,1908-02-01
"699",1908,3,-0.603,-0.406,1908-03-01
"700",1908,4,-0.489,-0.426,1908-04-01
"701",1908,5,-0.304,-0.437,1908-05-01
"702",1908,6,-0.335,-0.445,1908-06-01
"703",1908,7,-0.362,-0.475,1908-07-01
"704",1908,8,-0.482,-0.492,1908-08-01
"705",1908,9,-0.365,-0.49,1908-09-01
"706",1908,10,-0.475,-0.496,1908-10-01
"707",1908,11,-0.67,-0.514,1908-11-01
"708",1908,12,-0.567,-0.527,1908-12-01
"709",1909,1,-0.765,-0.541,1909-01-01
"710",1909,2,-0.493,-0.53,1909-02-01
"711",1909,3,-0.575,-0.539,1909-03-01
"712",1909,4,-0.562,-0.537,1909-04-01
"713",1909,5,-0.519,-0.516,1909-05-01
"714",1909,6,-0.493,-0.509,1909-06-01
"715",1909,7,-0.522,-0.478,1909-07-01
"716",1909,8,-0.352,-0.476,1909-08-01
"717",1909,9,-0.479,-0.473,1909-09-01
"718",1909,10,-0.45,-0.462,1909-10-01
"719",1909,11,-0.415,-0.448,1909-11-01
"720",1909,12,-0.488,-0.442,1909-12-01
"721",1910,1,-0.385,-0.434,1910-01-01
"722",1910,2,-0.473,-0.439,1910-02-01
"723",1910,3,-0.535,-0.435,1910-03-01
"724",1910,4,-0.438,-0.43,1910-04-01
"725",1910,5,-0.351,-0.447,1910-05-01
"726",1910,6,-0.418,-0.468,1910-06-01
"727",1910,7,-0.425,-0.493,1910-07-01
"728",1910,8,-0.408,-0.507,1910-08-01
"729",1910,9,-0.432,-0.514,1910-09-01
"730",1910,10,-0.39,-0.519,1910-10-01
"731",1910,11,-0.627,-0.534,1910-11-01
"732",1910,12,-0.74,-0.541,1910-12-01
"733",1911,1,-0.682,-0.547,1911-01-01
"734",1911,2,-0.64,-0.552,1911-02-01
"735",1911,3,-0.614,-0.557,1911-03-01
"736",1911,4,-0.496,-0.546,1911-04-01
"737",1911,5,-0.532,-0.52,1911-05-01
"738",1911,6,-0.511,-0.482,1911-06-01
"739",1911,7,-0.49,-0.445,1911-07-01
"740",1911,8,-0.47,-0.412,1911-08-01
"741",1911,9,-0.491,-0.397,1911-09-01
"742",1911,10,-0.258,-0.37,1911-10-01
"743",1911,11,-0.322,-0.347,1911-11-01
"744",1911,12,-0.276,-0.323,1911-12-01
"745",1912,1,-0.238,-0.325,1912-01-01
"746",1912,2,-0.242,-0.335,1912-02-01
"747",1912,3,-0.444,-0.349,1912-03-01
"748",1912,4,-0.17,-0.381,1912-04-01
"749",1912,5,-0.25,-0.396,1912-05-01
"750",1912,6,-0.223,-0.415,1912-06-01
"751",1912,7,-0.514,-0.441,1912-07-01
"752",1912,8,-0.587,-0.463,1912-08-01
"753",1912,9,-0.667,-0.463,1912-09-01
"754",1912,10,-0.644,-0.478,1912-10-01
"755",1912,11,-0.498,-0.492,1912-11-01
"756",1912,12,-0.504,-0.513,1912-12-01
"757",1913,1,-0.543,-0.506,1913-01-01
"758",1913,2,-0.507,-0.487,1913-02-01
"759",1913,3,-0.451,-0.466,1913-03-01
"760",1913,4,-0.346,-0.442,1913-04-01
"761",1913,5,-0.415,-0.427,1913-05-01
"762",1913,6,-0.482,-0.385,1913-06-01
"763",1913,7,-0.431,-0.34,1913-07-01
"764",1913,8,-0.356,-0.318,1913-08-01
"765",1913,9,-0.419,-0.309,1913-09-01
"766",1913,10,-0.355,-0.307,1913-10-01
"767",1913,11,-0.31,-0.29,1913-11-01
"768",1913,12,-0.007,-0.27,1913-12-01
"769",1914,1,-0.004,-0.259,1914-01-01
"770",1914,2,-0.244,-0.247,1914-02-01
"771",1914,3,-0.338,-0.235,1914-03-01
"772",1914,4,-0.323,-0.207,1914-04-01
"773",1914,5,-0.214,-0.197,1914-05-01
"774",1914,6,-0.237,-0.199,1914-06-01
"775",1914,7,-0.305,-0.218,1914-07-01
"776",1914,8,-0.213,-0.208,1914-08-01
"777",1914,9,-0.267,-0.182,1914-09-01
"778",1914,10,-0.024,-0.148,1914-10-01
"779",1914,11,-0.184,-0.13,1914-11-01
"780",1914,12,-0.032,-0.126,1914-12-01
"781",1915,1,-0.236,-0.119,1915-01-01
"782",1915,2,-0.127,-0.111,1915-02-01
"783",1915,3,-0.027,-0.107,1915-03-01
"784",1915,4,0.084,-0.129,1915-04-01
"785",1915,5,0.011,-0.125,1915-05-01
"786",1915,6,-0.197,-0.145,1915-06-01
"787",1915,7,-0.212,-0.142,1915-07-01
"788",1915,8,-0.123,-0.146,1915-08-01
"789",1915,9,-0.216,-0.167,1915-09-01
"790",1915,10,-0.292,-0.202,1915-10-01
"791",1915,11,-0.135,-0.231,1915-11-01
"792",1915,12,-0.269,-0.247,1915-12-01
"793",1916,1,-0.195,-0.26,1916-01-01
"794",1916,2,-0.178,-0.28,1916-02-01
"795",1916,3,-0.279,-0.295,1916-03-01
"796",1916,4,-0.335,-0.304,1916-04-01
"797",1916,5,-0.336,-0.339,1916-05-01
"798",1916,6,-0.389,-0.384,1916-06-01
"799",1916,7,-0.367,-0.424,1916-07-01
"800",1916,8,-0.364,-0.465,1916-08-01
"801",1916,9,-0.407,-0.499,1916-09-01
"802",1916,10,-0.397,-0.515,1916-10-01
"803",1916,11,-0.552,-0.536,1916-11-01
"804",1916,12,-0.812,-0.545,1916-12-01
"805",1917,1,-0.675,-0.54,1917-01-01
"806",1917,2,-0.667,-0.536,1917-02-01
"807",1917,3,-0.691,-0.534,1917-03-01
"808",1917,4,-0.528,-0.543,1917-04-01
"809",1917,5,-0.585,-0.538,1917-05-01
"810",1917,6,-0.497,-0.532,1917-06-01
"811",1917,7,-0.302,-0.521,1917-07-01
"812",1917,8,-0.319,-0.509,1917-08-01
"813",1917,9,-0.378,-0.487,1917-09-01
"814",1917,10,-0.513,-0.487,1917-10-01
"815",1917,11,-0.489,-0.479,1917-11-01
"816",1917,12,-0.74,-0.47,1917-12-01
"817",1918,1,-0.542,-0.475,1918-01-01
"818",1918,2,-0.526,-0.483,1918-02-01
"819",1918,3,-0.428,-0.47,1918-03-01
"820",1918,4,-0.528,-0.431,1918-04-01
"821",1918,5,-0.485,-0.408,1918-05-01
"822",1918,6,-0.387,-0.37,1918-06-01
"823",1918,7,-0.372,-0.341,1918-07-01
"824",1918,8,-0.407,-0.316,1918-08-01
"825",1918,9,-0.225,-0.303,1918-09-01
"826",1918,10,-0.044,-0.269,1918-10-01
"827",1918,11,-0.209,-0.248,1918-11-01
"828",1918,12,-0.289,-0.244,1918-12-01
"829",1919,1,-0.198,-0.24,1919-01-01
"830",1919,2,-0.223,-0.231,1919-02-01
"831",1919,3,-0.274,-0.242,1919-03-01
"832",1919,4,-0.113,-0.263,1919-04-01
"833",1919,5,-0.238,-0.293,1919-05-01
"834",1919,6,-0.331,-0.303,1919-06-01
"835",1919,7,-0.332,-0.301,1919-07-01
"836",1919,8,-0.294,-0.31,1919-08-01
"837",1919,9,-0.364,-0.295,1919-09-01
"838",1919,10,-0.289,-0.301,1919-10-01
"839",1919,11,-0.57,-0.302,1919-11-01
"840",1919,12,-0.41,-0.296,1919-12-01
"841",1920,1,-0.169,-0.29,1920-01-01
"842",1920,2,-0.332,-0.287,1920-02-01
"843",1920,3,-0.096,-0.275,1920-03-01
"844",1920,4,-0.187,-0.263,1920-04-01
"845",1920,5,-0.244,-0.239,1920-05-01
"846",1920,6,-0.258,-0.245,1920-06-01
"847",1920,7,-0.268,-0.24,1920-07-01
"848",1920,8,-0.253,-0.229,1920-08-01
"849",1920,9,-0.219,-0.246,1920-09-01
"850",1920,10,-0.147,-0.254,1920-10-01
"851",1920,11,-0.288,-0.26,1920-11-01
"852",1920,12,-0.48,-0.252,1920-12-01
"853",1921,1,-0.113,-0.242,1921-01-01
"854",1921,2,-0.193,-0.245,1921-02-01
"855",1921,3,-0.297,-0.241,1921-03-01
"856",1921,4,-0.288,-0.232,1921-04-01
"857",1921,5,-0.318,-0.219,1921-05-01
"858",1921,6,-0.156,-0.189,1921-06-01
"859",1921,7,-0.155,-0.202,1921-07-01
"860",1921,8,-0.287,-0.218,1921-08-01
"861",1921,9,-0.169,-0.204,1921-09-01
"862",1921,10,-0.042,-0.191,1921-10-01
"863",1921,11,-0.134,-0.195,1921-11-01
"864",1921,12,-0.111,-0.205,1921-12-01
"865",1922,1,-0.27,-0.211,1922-01-01
"866",1922,2,-0.39,-0.218,1922-02-01
"867",1922,3,-0.133,-0.236,1922-03-01
"868",1922,4,-0.129,-0.261,1922-04-01
"869",1922,5,-0.371,-0.271,1922-05-01
"870",1922,6,-0.268,-0.276,1922-06-01
"871",1922,7,-0.232,-0.277,1922-07-01
"872",1922,8,-0.372,-0.277,1922-08-01
"873",1922,9,-0.376,-0.297,1922-09-01
"874",1922,10,-0.352,-0.311,1922-10-01
"875",1922,11,-0.254,-0.305,1922-11-01
"876",1922,12,-0.162,-0.301,1922-12-01
"877",1923,1,-0.286,-0.313,1923-01-01
"878",1923,2,-0.395,-0.31,1923-02-01
"879",1923,3,-0.373,-0.308,1923-03-01
"880",1923,4,-0.291,-0.281,1923-04-01
"881",1923,5,-0.296,-0.258,1923-05-01
"882",1923,6,-0.224,-0.242,1923-06-01
"883",1923,7,-0.378,-0.24,1923-07-01
"884",1923,8,-0.334,-0.226,1923-08-01
"885",1923,9,-0.35,-0.2,1923-09-01
"886",1923,10,-0.036,-0.198,1923-10-01
"887",1923,11,0.033,-0.187,1923-11-01
"888",1923,12,0.019,-0.188,1923-12-01
"889",1924,1,-0.252,-0.178,1924-01-01
"890",1924,2,-0.236,-0.177,1924-02-01
"891",1924,3,-0.058,-0.176,1924-03-01
"892",1924,4,-0.271,-0.2,1924-04-01
"893",1924,5,-0.161,-0.221,1924-05-01
"894",1924,6,-0.237,-0.251,1924-06-01
"895",1924,7,-0.259,-0.264,1924-07-01
"896",1924,8,-0.32,-0.282,1924-08-01
"897",1924,9,-0.336,-0.299,1924-09-01
"898",1924,10,-0.322,-0.297,1924-10-01
"899",1924,11,-0.214,-0.299,1924-11-01
"900",1924,12,-0.345,-0.302,1924-12-01
"901",1925,1,-0.411,-0.305,1925-01-01
"902",1925,2,-0.453,-0.292,1925-02-01
"903",1925,3,-0.263,-0.282,1925-03-01
"904",1925,4,-0.249,-0.268,1925-04-01
"905",1925,5,-0.178,-0.252,1925-05-01
"906",1925,6,-0.273,-0.209,1925-06-01
"907",1925,7,-0.292,-0.155,1925-07-01
"908",1925,8,-0.168,-0.118,1925-08-01
"909",1925,9,-0.218,-0.086,1925-09-01
"910",1925,10,-0.147,-0.072,1925-10-01
"911",1925,11,-0.024,-0.075,1925-11-01
"912",1925,12,0.168,-0.07,1925-12-01
"913",1926,1,0.233,-0.065,1926-01-01
"914",1926,2,-0.01,-0.061,1926-02-01
"915",1926,3,0.129,-0.052,1926-03-01
"916",1926,4,-0.088,-0.038,1926-04-01
"917",1926,5,-0.21,-0.041,1926-05-01
"918",1926,6,-0.209,-0.074,1926-06-01
"919",1926,7,-0.234,-0.113,1926-07-01
"920",1926,8,-0.125,-0.127,1926-08-01
"921",1926,9,-0.11,-0.171,1926-09-01
"922",1926,10,0.019,-0.185,1926-10-01
"923",1926,11,-0.054,-0.183,1926-11-01
"924",1926,12,-0.222,-0.188,1926-12-01
"925",1927,1,-0.245,-0.186,1927-01-01
"926",1927,2,-0.178,-0.191,1927-02-01
"927",1927,3,-0.39,-0.192,1927-03-01
"928",1927,4,-0.259,-0.188,1927-04-01
"929",1927,5,-0.186,-0.189,1927-05-01
"930",1927,6,-0.271,-0.192,1927-06-01
"931",1927,7,-0.212,-0.162,1927-07-01
"932",1927,8,-0.179,-0.15,1927-08-01
"933",1927,9,-0.123,-0.136,1927-09-01
"934",1927,10,0.066,-0.132,1927-10-01
"935",1927,11,-0.063,-0.142,1927-11-01
"936",1927,12,-0.259,-0.151,1927-12-01
"937",1928,1,0.105,-0.151,1928-01-01
"938",1928,2,-0.027,-0.155,1928-02-01
"939",1928,3,-0.228,-0.167,1928-03-01
"940",1928,4,-0.203,-0.185,1928-04-01
"941",1928,5,-0.304,-0.191,1928-05-01
"942",1928,6,-0.385,-0.182,1928-06-01
"943",1928,7,-0.206,-0.225,1928-07-01
"944",1928,8,-0.237,-0.267,1928-08-01
"945",1928,9,-0.266,-0.282,1928-09-01
"946",1928,10,-0.145,-0.297,1928-10-01
"947",1928,11,-0.137,-0.308,1928-11-01
"948",1928,12,-0.147,-0.312,1928-12-01
"949",1929,1,-0.414,-0.332,1929-01-01
"950",1929,2,-0.534,-0.336,1929-02-01
"951",1929,3,-0.403,-0.336,1929-03-01
"952",1929,4,-0.382,-0.335,1929-04-01
"953",1929,5,-0.438,-0.335,1929-05-01
"954",1929,6,-0.434,-0.364,1929-06-01
"955",1929,7,-0.444,-0.348,1929-07-01
"956",1929,8,-0.295,-0.327,1929-08-01
"957",1929,9,-0.266,-0.303,1929-09-01
"958",1929,10,-0.128,-0.289,1929-10-01
"959",1929,11,-0.141,-0.271,1929-11-01
"960",1929,12,-0.492,-0.252,1929-12-01
"961",1930,1,-0.22,-0.228,1930-01-01
"962",1930,2,-0.282,-0.214,1930-02-01
"963",1930,3,-0.119,-0.202,1930-03-01
"964",1930,4,-0.206,-0.196,1930-04-01
"965",1930,5,-0.22,-0.174,1930-05-01
"966",1930,6,-0.213,-0.133,1930-06-01
"967",1930,7,-0.152,-0.123,1930-07-01
"968",1930,8,-0.123,-0.118,1930-08-01
"969",1930,9,-0.13,-0.115,1930-09-01
"970",1930,10,-0.057,-0.112,1930-10-01
"971",1930,11,0.126,-0.11,1930-11-01
"972",1930,12,-0.004,-0.098,1930-12-01
"973",1931,1,-0.099,-0.087,1931-01-01
"974",1931,2,-0.221,-0.077,1931-02-01
"975",1931,3,-0.085,-0.071,1931-03-01
"976",1931,4,-0.168,-0.059,1931-04-01
"977",1931,5,-0.2,-0.073,1931-05-01
"978",1931,6,-0.062,-0.073,1931-06-01
"979",1931,7,-0.016,-0.055,1931-07-01
"980",1931,8,-0.013,-0.052,1931-08-01
"981",1931,9,-0.051,-0.054,1931-09-01
"982",1931,10,0.083,-0.037,1931-10-01
"983",1931,11,-0.04,-0.027,1931-11-01
"984",1931,12,0.001,-0.04,1931-12-01
"985",1932,1,0.107,-0.054,1932-01-01
"986",1932,2,-0.178,-0.07,1932-02-01
"987",1932,3,-0.11,-0.067,1932-03-01
"988",1932,4,0.037,-0.077,1932-04-01
"989",1932,5,-0.077,-0.1,1932-05-01
"990",1932,6,-0.228,-0.115,1932-06-01
"991",1932,7,-0.181,-0.145,1932-07-01
"992",1932,8,-0.206,-0.153,1932-08-01
"993",1932,9,-0.007,-0.171,1932-09-01
"994",1932,10,-0.041,-0.198,1932-10-01
"995",1932,11,-0.312,-0.217,1932-11-01
"996",1932,12,-0.182,-0.231,1932-12-01
"997",1933,1,-0.251,-0.24,1933-01-01
"998",1933,2,-0.281,-0.24,1933-02-01
"999",1933,3,-0.321,-0.269,1933-03-01
"1000",1933,4,-0.286,-0.284,1933-04-01
"1001",1933,5,-0.312,-0.29,1933-05-01
"1002",1933,6,-0.391,-0.309,1933-06-01
"1003",1933,7,-0.287,-0.31,1933-07-01
"1004",1933,8,-0.206,-0.294,1933-08-01
"1005",1933,9,-0.351,-0.299,1933-09-01
"1006",1933,10,-0.23,-0.304,1933-10-01
"1007",1933,11,-0.378,-0.291,1933-11-01
"1008",1933,12,-0.411,-0.273,1933-12-01
"1009",1934,1,-0.26,-0.261,1934-01-01
"1010",1934,2,-0.1,-0.257,1934-02-01
"1011",1934,3,-0.382,-0.243,1934-03-01
"1012",1934,4,-0.344,-0.227,1934-04-01
"1013",1934,5,-0.153,-0.191,1934-05-01
"1014",1934,6,-0.169,-0.16,1934-06-01
"1015",1934,7,-0.154,-0.169,1934-07-01
"1016",1934,8,-0.149,-0.155,1934-08-01
"1017",1934,9,-0.188,-0.138,1934-09-01
"1018",1934,10,-0.041,-0.136,1934-10-01
"1019",1934,11,0.054,-0.152,1934-11-01
"1020",1934,12,-0.038,-0.157,1934-12-01
"1021",1935,1,-0.369,-0.162,1935-01-01
"1022",1935,2,0.067,-0.168,1935-02-01
"1023",1935,3,-0.167,-0.172,1935-03-01
"1024",1935,4,-0.327,-0.172,1935-04-01
"1025",1935,5,-0.342,-0.209,1935-05-01
"1026",1935,6,-0.23,-0.222,1935-06-01
"1027",1935,7,-0.212,-0.217,1935-07-01
"1028",1935,8,-0.226,-0.251,1935-08-01
"1029",1935,9,-0.238,-0.264,1935-09-01
"1030",1935,10,-0.038,-0.252,1935-10-01
"1031",1935,11,-0.39,-0.238,1935-11-01
"1032",1935,12,-0.191,-0.232,1935-12-01
"1033",1936,1,-0.307,-0.222,1936-01-01
"1034",1936,2,-0.343,-0.213,1936-02-01
"1035",1936,3,-0.319,-0.204,1936-03-01
"1036",1936,4,-0.186,-0.197,1936-04-01
"1037",1936,5,-0.175,-0.171,1936-05-01
"1038",1936,6,-0.162,-0.152,1936-06-01
"1039",1936,7,-0.083,-0.132,1936-07-01
"1040",1936,8,-0.123,-0.099,1936-08-01
"1041",1936,9,-0.13,-0.086,1936-09-01
"1042",1936,10,0.043,-0.079,1936-10-01
"1043",1936,11,-0.075,-0.068,1936-11-01
"1044",1936,12,0.031,-0.054,1936-12-01
"1045",1937,1,-0.065,-0.046,1937-01-01
"1046",1937,2,0.059,-0.033,1937-02-01
"1047",1937,3,-0.165,-0.012,1937-03-01
"1048",1937,4,-0.103,-0.004,1937-04-01
"1049",1937,5,-0.049,0.009,1937-05-01
"1050",1937,6,0.008,0.004,1937-06-01
"1051",1937,7,0.013,0.016,1937-07-01
"1052",1937,8,0.037,0.016,1937-08-01
"1053",1937,9,0.117,0.036,1937-09-01
"1054",1937,10,0.145,0.049,1937-10-01
"1055",1937,11,0.075,0.044,1937-11-01
"1056",1937,12,-0.023,0.032,1937-12-01
"1057",1938,1,0.074,0.024,1938-01-01
"1058",1938,2,0.066,0.019,1938-02-01
"1059",1938,3,0.071,0.013,1938-03-01
"1060",1938,4,0.049,0.019,1938-04-01
"1061",1938,5,-0.103,0.018,1938-05-01
"1062",1938,6,-0.139,0.011,1938-06-01
"1063",1938,7,-0.077,0.001,1938-07-01
"1064",1938,8,-0.026,-0.012,1938-08-01
"1065",1938,9,0.042,-0.036,1938-09-01
"1066",1938,10,0.214,-0.042,1938-10-01
"1067",1938,11,0.069,-0.027,1938-11-01
"1068",1938,12,-0.111,-0.015,1938-12-01
"1069",1939,1,-0.04,-0.013,1939-01-01
"1070",1939,2,-0.097,-0.014,1939-02-01
"1071",1939,3,-0.214,-0.021,1939-03-01
"1072",1939,4,-0.019,-0.045,1939-04-01
"1073",1939,5,0.068,-0.055,1939-05-01
"1074",1939,6,0.011,-0.011,1939-06-01
"1075",1939,7,-0.05,-0.002,1939-07-01
"1076",1939,8,-0.042,0.014,1939-08-01
"1077",1939,9,-0.04,0.038,1939-09-01
"1078",1939,10,-0.069,0.05,1939-10-01
"1079",1939,11,-0.062,0.047,1939-11-01
"1080",1939,12,0.427,0.047,1939-12-01
"1081",1940,1,0.062,0.061,1940-01-01
"1082",1940,2,0.098,0.07,1940-02-01
"1083",1940,3,0.071,0.079,1940-03-01
"1084",1940,4,0.121,0.089,1940-04-01
"1085",1940,5,0.034,0.09,1940-05-01
"1086",1940,6,0.015,0.072,1940-06-01
"1087",1940,7,0.12,0.065,1940-07-01
"1088",1940,8,0.061,0.067,1940-08-01
"1089",1940,9,0.074,0.055,1940-09-01
"1090",1940,10,0.051,0.042,1940-10-01
"1091",1940,11,-0.055,0.04,1940-11-01
"1092",1940,12,0.211,0.043,1940-12-01
"1093",1941,1,-0.016,0.042,1941-01-01
"1094",1941,2,0.119,0.035,1941-02-01
"1095",1941,3,-0.072,0.012,1941-03-01
"1096",1941,4,-0.032,0.026,1941-04-01
"1097",1941,5,0.01,0.028,1941-05-01
"1098",1941,6,0.042,0.027,1941-06-01
"1099",1941,7,0.112,0.056,1941-07-01
"1100",1941,8,-0.019,0.046,1941-08-01
"1101",1941,9,-0.21,0.058,1941-09-01
"1102",1941,10,0.219,0.061,1941-10-01
"1103",1941,11,-0.026,0.066,1941-11-01
"1104",1941,12,0.194,0.065,1941-12-01
"1105",1942,1,0.338,0.052,1942-01-01
"1106",1942,2,-0.005,0.047,1942-02-01
"1107",1942,3,0.072,0.058,1942-03-01
"1108",1942,4,0.003,0.041,1942-04-01
"1109",1942,5,0.069,0.044,1942-05-01
"1110",1942,6,0.028,0.037,1942-06-01
"1111",1942,7,-0.036,0.004,1942-07-01
"1112",1942,8,-0.08,0.014,1942-08-01
"1113",1942,9,-0.077,0.004,1942-09-01
"1114",1942,10,0.02,0.014,1942-10-01
"1115",1942,11,0.008,0.014,1942-11-01
